kitaake_Chr01_00070631;PS;2;24
kitaake_Chr01_00070631;LRR_PS;27;50
kitaake_Chr01_00070631;LRR_PS;51;74
kitaake_Chr01_00070631;BLAST;81;107
kitaake_Chr01_00070631;Kinase;109;205
kitaake_Chr01_00718184;NBARC;252;533
kitaake_Chr01_00718184;BLAST;597;622
kitaake_Chr01_00718184;BLAST;628;653
kitaake_Chr01_00718184;BLAST;656;678
kitaake_Chr01_00718184;LRR_NLR;679;700
kitaake_Chr01_00718184;LRR_NLR;704;726
kitaake_Chr01_00718184;BLAST;728;753
kitaake_Chr01_00718184;BLAST;754;778
kitaake_Chr01_00718184;BLAST;805;830
kitaake_Chr01_00718184;BLAST;850;875
kitaake_Chr01_00718184;LRR_NLR;896;918
kitaake_Chr01_00718184;BLAST;919;935
kitaake_Chr01_00718184;LRR_NLR;944;966
kitaake_Chr01_00718184;LRR_CC;975;1000
kitaake_Chr01_00718184;LRR_NLR;1054;1076
kitaake_Chr01_00718184;LRR_NLR;1131;1152
kitaake_Chr01_00718184;LRR_NLR;1159;1181
kitaake_Chr01_00718184;BLAST;1189;1213
kitaake_Chr01_00718184;LRR_CC;1214;1237
kitaake_Chr01_00718184;LRR_CC;1238;1263
kitaake_Chr01_00718184;LRR_NLR;1324;1347
kitaake_Chr01_00718184;LRR_NLR;1348;1370
kitaake_Chr01_00718184;LRR_NLR;1371;1394
kitaake_Chr01_00741276;NBARC;2;249
kitaake_Chr01_00741276;BLAST;312;337
kitaake_Chr01_00741276;BLAST;343;368
kitaake_Chr01_00741276;BLAST;371;394
kitaake_Chr01_00741276;LRR_NLR;395;416
kitaake_Chr01_00741276;LRR_NLR;420;442
kitaake_Chr01_00741276;BLAST;444;469
kitaake_Chr01_00741276;BLAST;470;494
kitaake_Chr01_00741276;BLAST;521;546
kitaake_Chr01_00741276;BLAST;566;591
kitaake_Chr01_00741276;LRR_NLR;612;634
kitaake_Chr01_00741276;BLAST;635;651
kitaake_Chr01_00741276;LRR_NLR;660;682
kitaake_Chr01_00741276;LRR_CC;691;716
kitaake_Chr01_00741276;LRR_NLR;770;792
kitaake_Chr01_00741276;LRR_NLR;847;868
kitaake_Chr01_00741276;LRR_NLR;875;897
kitaake_Chr01_00741276;BLAST;905;929
kitaake_Chr01_00741276;LRR_CC;930;953
kitaake_Chr01_00741276;LRR_CC;954;979
kitaake_Chr01_00741276;LRR_NLR;1040;1063
kitaake_Chr01_00741276;LRR_NLR;1064;1086
kitaake_Chr01_00741276;LRR_NLR;1087;1110
kitaake_Chr01_01394679;Malectin;34;81
kitaake_Chr01_01394679;Malectin_like;35;370
kitaake_Chr01_01394679;LRR_PS;423;446
kitaake_Chr01_01394679;LRR_PS;447;470
kitaake_Chr01_01394679;LRR_PS;471;494
kitaake_Chr01_01394679;TM;529;551
kitaake_Chr01_01394679;Kinase;606;872
kitaake_Chr01_01820859;LRR_PS;75;100
kitaake_Chr01_01820859;LRR_PS;101;124
kitaake_Chr01_01820859;LRR_PS;128;151
kitaake_Chr01_01820859;LRR_CC;152;177
kitaake_Chr01_01820859;BLAST;178;200
kitaake_Chr01_01820859;LRR_PS;202;225
