OSJkit_Chr01_00070631;PS;2;24
OSJkit_Chr01_00070631;LRR;27;50
OSJkit_Chr01_00070631;LRR;51;74
OSJkit_Chr01_00070631;BLAST;81;107
OSJkit_Chr01_00070631;Kinase;109;205
OSJkit_Chr01_00718184;NBARC;252;533
OSJkit_Chr01_00718184;BLAST;597;622
OSJkit_Chr01_00718184;BLAST;628;653
OSJkit_Chr01_00718184;BLAST;656;678
OSJkit_Chr01_00718184;LRR;679;700
OSJkit_Chr01_00718184;LRR;704;726
OSJkit_Chr01_00718184;BLAST;728;753
OSJkit_Chr01_00718184;BLAST;754;778
OSJkit_Chr01_00718184;BLAST;805;830
OSJkit_Chr01_00718184;BLAST;850;875
OSJkit_Chr01_00718184;LRR;896;918
OSJkit_Chr01_00718184;BLAST;919;935
OSJkit_Chr01_00718184;LRR;944;966
OSJkit_Chr01_00718184;LRR;975;1000
OSJkit_Chr01_00718184;LRR;1054;1076
OSJkit_Chr01_00718184;LRR;1131;1152
OSJkit_Chr01_00718184;LRR;1159;1181
OSJkit_Chr01_00718184;BLAST;1189;1213
OSJkit_Chr01_00718184;LRR;1214;1237
OSJkit_Chr01_00718184;LRR;1238;1263
OSJkit_Chr01_00718184;LRR;1324;1347
OSJkit_Chr01_00718184;LRR;1348;1370
OSJkit_Chr01_00718184;LRR;1371;1394
OSJkit_Chr01_00741276;NBARC;2;249
OSJkit_Chr01_00741276;BLAST;312;337
OSJkit_Chr01_00741276;BLAST;343;368
OSJkit_Chr01_00741276;BLAST;371;394
OSJkit_Chr01_00741276;LRR;395;416
OSJkit_Chr01_00741276;LRR;420;442
OSJkit_Chr01_00741276;BLAST;444;469
OSJkit_Chr01_00741276;BLAST;470;494
OSJkit_Chr01_00741276;BLAST;521;546
OSJkit_Chr01_00741276;BLAST;566;591
OSJkit_Chr01_00741276;LRR;612;634
OSJkit_Chr01_00741276;BLAST;635;651
OSJkit_Chr01_00741276;LRR;660;682
OSJkit_Chr01_00741276;LRR;691;716
OSJkit_Chr01_00741276;LRR;770;792
OSJkit_Chr01_00741276;LRR;847;868
OSJkit_Chr01_00741276;LRR;875;897
OSJkit_Chr01_00741276;BLAST;905;929
OSJkit_Chr01_00741276;LRR;930;953
OSJkit_Chr01_00741276;LRR;954;979
OSJkit_Chr01_00741276;LRR;1040;1063
OSJkit_Chr01_00741276;LRR;1064;1086
OSJkit_Chr01_00741276;LRR;1087;1110
OSJkit_Chr01_01394679;Malectin_like;35;370
OSJkit_Chr01_01394679;LRR;423;446
OSJkit_Chr01_01394679;LRR;447;470
OSJkit_Chr01_01394679;LRR;471;494
OSJkit_Chr01_01394679;TM;529;551
OSJkit_Chr01_01394679;Kinase;606;872
OSJkit_Chr01_01820859;LRR;75;100
OSJkit_Chr01_01820859;LRR;101;124
OSJkit_Chr01_01820859;LRR;128;151
OSJkit_Chr01_01820859;LRR;152;177
OSJkit_Chr01_01820859;BLAST;178;200
OSJkit_Chr01_01820859;LRR;202;225
OSJkit_Chr01_01820859;LRR;230;253
OSJkit_Chr01_01820859;LRR;254;279
OSJkit_Chr01_01820859;LRR;280;303
